sand_percent,silt_percent,clay_percent,ph,organic_content,nitrogen,phosphorus,potassium,soil_type
55.30384452276427,22.185003234874657,,5.843217130741378,2.60540778009108,52.127748334693734,21.352389221453684,235.3367652578601,Yellow_Soil
40.62099500333778,31.016824169931088,28.36218082673113,5.569627284378976,2.7021686643344305,129.78620153328035,77.56926842899502,93.92020387970274,Laterite_Soil
42.95368828866109,15.446606320622259,41.59970539071665,5.816297993755553,1.9128587715555123,218.64288209751294,34.43428022884402,366.4851519926478,Laterite_Soil
50.089118833387104,30.255857103194423,19.655024063418473,6.141199792250034,5.935655727533992,228.66012795343366,30.90022218112088,191.86387622643366,Mountain_Soil
57.45150795665563,27.47265248679234,15.075839556552028,,2.482660863824262,286.14099724495776,44.52481363196426,198.53020911877212,Yellow_Soil
47.49748199213998,20.35425355768367,32.14826445017635,6.249245565182407,2.859130590721891,23.403896013668305,70.66179271529134,,Laterite_Soil
50.16453626519966,31.223517231928884,18.611946502871458,5.6866469190562015,3.019040297433888,77.6766915727725,73.83665144266912,57.4024381722957,Yellow_Soil
54.119600717539235,30.8662480534463,15.014151229014466,5.578530103297321,2.465925734765394,87.85903463829345,69.69796385536017,343.684894579864,Red_Soil
83.09022428562271,10.021613671002838,6.888162043374452,8.926295343375616,0.6510578917809002,141.05374429192852,94.9254328150839,196.9045609241428,Arid_Soil
49.323631822551135,32.82732613058545,17.849042046863413,6.552607410815886,5.669393912046466,120.41404294700558,92.02052710707676,57.32694123935664,Mountain_Soil
54.83856048078259,24.341246303253413,20.820193215963997,5.3575058159419955,3.087910169431181,156.21517440507841,40.064099357796366,87.38734753739672,Yellow_Soil
45.76663886511427,25.406671972300778,,5.552673379874868,2.843019133729754,206.609653307514,80.86483240770995,209.0208980736793,Laterite_Soil
56.95644694866092,19.953486894625424,23.090066156713657,,1.188465238618471,101.1238354467001,31.487659397742167,124.73999907161948,Red_Soil
45.88134924353555,35.963872412177544,18.154778344286903,6.648045045787061,4.759079022760759,262.357467288217,19.255833294172902,94.08431873277539,Mountain_Soil
49.93273674147811,34.475586056090414,15.591677202431478,,3.8895314597648563,257.90126938967524,32.26132915688779,207.69044735853274,Alluvial_Soil
27.450431342269198,28.982051410922786,43.567517246808016,7.20074254449954,4.573894242229342,35.21296975041307,,161.15537834139081,Black_Soil
48.11703073102887,33.23133001748997,18.65163925148116,6.263290596309671,1.9186121516684171,40.3062487472548,73.29520486380254,190.8842244215497,Yellow_Soil
33.50742557246899,42.77639523865661,23.7161791888744,7.12815578733811,2.766277056498995,165.2969574791945,14.226937009754954,108.1991790646278,Alluvial_Soil
77.92484037805318,9.492774864905911,12.582384757040913,8.544030927080689,,248.433274997373,30.19965146529946,128.33616518791808,Arid_Soil
22.9714644913961,,,7.695898730032504,5.430013324078843,190.38763635501064,41.455573487813695,89.93352471077668,Black_Soil
49.16057233167737,31.989719560531192,18.849708107791436,6.628171499045463,5.538624226915803,109.8392719699562,63.644510418485524,398.50705821796305,Mountain_Soil
32.470602715785645,23.0194501314421,44.509947152772256,7.17239949558935,3.2346432120583906,274.6955094422459,70.22802366442706,340.25037976086446,Black_Soil
59.53966785235308,21.389080722118916,19.071251425528008,7.2748490707407205,2.3409002660049856,114.02858209962967,65.35627786132281,374.4176467510524,Red_Soil
39.11313505571426,41.58487597726269,19.30198896702305,6.916071774471699,2.3762423194475226,149.835553383195,41.80170052234475,,Alluvial_Soil
34.71481067244028,22.730289506091438,42.55489982146828,8.295321283771818,4.4718288053282995,125.09237421748853,35.72051999732832,121.12808188013055,Black_Soil
27.65648733506348,24.6091600685031,47.734352596433425,8.38957391009513,3.0477902360744102,153.5161711289888,71.89498381875046,302.94743519438,Black_Soil
42.48475991827984,45.761769471094695,11.753470610625461,,3.2554161061428357,113.77357210398412,22.53448653970485,327.9088162446036,Alluvial_Soil
75.04482040346723,12.404760309069989,12.550419287462784,8.19080924591121,1.3419985528900615,223.9773896052517,79.88027018497522,279.656643188375,Arid_Soil
61.92087190955294,22.211021312368786,15.868106778078271,5.533825599843214,2.3643466410704517,95.49640245481118,83.77093025024132,399.7726051652701,Red_Soil
,55.2334454022656,10.46774702591927,6.893396066449737,,34.3992277755901,54.67296224811127,258.8949971209112,Alluvial_Soil
70.66406217582733,23.550152852622467,5.785784971550207,8.095384914302395,0.6327157540430604,178.91143751323628,72.05184722235391,330.205344688179,Arid_Soil
47.13964858937328,28.339189294066276,24.521162116560443,5.779629707280962,6.248108309934871,172.79487126764724,28.365794969194052,152.16891072423255,Mountain_Soil
50.822276497576894,25.598931614341033,23.578791888082073,5.8307314591221235,5.876952368281829,180.05014185522427,26.635455815232245,70.85548407360031,Mountain_Soil
59.97998034809914,,16.367028645364222,5.17625276031856,2.0039964432881434,277.8118062953254,62.34299540647798,236.718073060674,Yellow_Soil
,26.118382783488833,40.52774642124414,8.097244735510543,3.4685298602439554,260.2895748840059,83.71571624754905,239.27781424494054,Black_Soil
67.0170551464419,17.12941980123444,15.853525052323656,6.780894547986506,1.471243095755458,288.2318986150871,13.008121519195338,252.92749534153427,Red_Soil
30.653641979349672,26.408329319003066,42.93802870164726,7.706751848399222,5.054092244276179,148.5942552084999,42.20184387928976,222.97435653760496,Black_Soil
66.31911578830413,17.28834826624313,16.39253594545274,5.676793934293517,1.5133382871683567,294.7873335875584,66.67152357332827,195.6563312421552,Red_Soil
